Name,Online_Name,Description,Short_Code,Short_Code_2,Sap_Code,HSN_Code,Category,Category_online_display,Price,Attributes,Goods_Services,Unit,is_Self_Item_Recipe,Rank,Packing_Charges,Allow_Decimal_Qty,Addon_Group_Name,Addon_Group_Selection,Addon_Group_Min,Addon_Group_Max,Variation_group_name,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges
"Kash Mivi Pulav","Kash Mivi Pulav",,560,,,,"Fried Rice Varities",,100,veg,,,0,1,0,Yes
"Prawn Fried Rice","Prawn Fried Rice",,523,,,,"Fried Rice Varities",,170,veg,,,0,1,0,Yes
"Chicken Fry Bonless","Chicken Fry Bonless",,123,,,,"Non-veg Dry Dishes",,170,veg,,,0,1,0,Yes
"100ml Continer","100Ml Continer",,531,,,,parcel,,3,veg,,,0,1,0,Yes
"Leaf Parotta","Leaf Parotta",,575,,,,"Parotta Varities",,170,veg,,,0,1,0,Yes
"Chicken Gravy Bonless","Chicken Gravy Bonless",,464,,,,"Non-veg Gravy Dishes",,270,veg,,,0,1,0,Yes
"Sprite 750 Ml","Sprite 750 Ml",,454,,,,parcel,,40,veg,,,0,1,0,Yes
"Coke 750 Ml","Coke 750 Ml",,455,,,,parcel,,40,veg,,,0,1,0,Yes
"Mazza 750 Ml","Mazza 750 Ml",,502,,,,parcel,,45,veg,,,0,1,0,Yes
"One Side Omlet","One Side Omlet",,382,,,,"Egg Varities",,20,veg,,,0,1,0,Yes
"Nethilyi  Fish Pepper Fry","Nethilyi  Fish Pepper Fry",,439,,,,"Sea Food Varities",,170,veg,,,0,1,0,Yes
"Water Bottel 2litter","Water Bottel 2litter",,359,,,,parcel,,30,veg,,,0,1,0,Yes
"Chilly Chiken Biriyani","Chilly Chiken Biriyani",,564,,,,"Biryani Varities",,190,non-veg,,,0,1,0,Yes
"Nattukoli Biriyani","Nattukoli Biriyani","NON VEG BIRIYANI",601,579,,,"Biryani Varities",,250,non-veg,,,0,1,0,Yes
"Soda Pet Bottle","Soda Pet Bottle",,471,,,,Beverages,,25,veg,,,0,1,0,Yes
"Coco Natta","Coco Natta","cool drinks",585,586,,,Beverages,,60,veg,,,0,1,0,Yes
"Nattukozhi Pallipalayam","Nattukozhi Pallipalayam",,NCPA,,,,"Non-veg Dry Dishes",,300,non-veg,services,,0,1,0,Yes
